Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.93     0.00     1021     0.00     0.00  bool __gnu_cxx::operator!=<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >(__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > const&, __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > const&)
  0.00      0.93     0.00     1020     0.00     0.00  __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::operator++()
  0.00      0.93     0.00     1020     0.00     0.00  __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::operator*() const
  0.00      0.93     0.00     1020     0.00     0.00  void std::_Construct<cv::Point3_<float>, cv::Point3_<float>&>(cv::Point3_<float>*, cv::Point3_<float>&)
  0.00      0.93     0.00     1020     0.00     0.00  cv::Point3_<float>& std::forward<cv::Point3_<float>&>(std::remove_reference<cv::Point3_<float>&>::type&)
  0.00      0.93     0.00     1000     0.00     0.00  cv::Point3_<float>::Point3_()
  0.00      0.93     0.00     1000     0.00     0.00  void std::_Construct<cv::Point3_<float>>(cv::Point3_<float>*)
  0.00      0.93     0.00      601     0.00     0.00  cv::Mat::release()
  0.00      0.93     0.00      203     0.00     0.00  cv::Mat::~Mat()
  0.00      0.93     0.00      100     0.00     0.00  cv::Mat* std::__addressof<cv::Mat>(cv::Mat&)
  0.00      0.93     0.00       61     0.00     0.00  cv::Point3_<float>&& std::forward<cv::Point3_<float> >(std::remove_reference<cv::Point3_<float> >::type&)
  0.00      0.93     0.00       52     0.00     0.00  cv::Mat::Mat()
  0.00      0.93     0.00       52     0.00     0.00  cv::MatSize::MatSize(int*)
  0.00      0.93     0.00       52     0.00     0.00  cv::MatStep::MatStep()
  0.00      0.93     0.00       50     0.00     0.00  cv::Mat::operator=(cv::MatExpr const&)
  0.00      0.93     0.00       50     0.00     0.00  cv::MatExpr::~MatExpr()
  0.00      0.93     0.00       50     0.00     0.00  cv::Mat::type() const
  0.00      0.93     0.00       50     0.00     0.00  void std::_Construct<cv::Mat>(cv::Mat*)
  0.00      0.93     0.00       50     0.00     0.00  void std::_Destroy<cv::Mat>(cv::Mat*)
  0.00      0.93     0.00       40     0.00     0.00  cv::Point_<int>::Point_()
  0.00      0.93     0.00       25     0.00     0.00  cv::_InputArray::_InputArray(cv::Mat const&)
  0.00      0.93     0.00       21     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...)
  0.00      0.93     0.00       21     0.00     0.00  bool __gnu_cxx::__is_null_pointer<char>(char*)
  0.00      0.93     0.00       21     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*)
  0.00      0.93     0.00       21     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)
  0.00      0.93     0.00       21     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type)
  0.00      0.93     0.00       21     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&)
  0.00      0.93     0.00       21     0.00     0.00  std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag)
  0.00      0.93     0.00       21     0.00     0.00  std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&)
  0.00      0.93     0.00       21     0.00     0.00  std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*)
  0.00      0.93     0.00       20     0.00     0.00  cv::Point3_<float>::Point3_(float, float, float)
  0.00      0.93     0.00       20     0.00     0.00  debug::showImage(char const*, cv::Mat const&)
  0.00      0.93     0.00       20     0.00     0.00  void __gnu_cxx::new_allocator<cv::Point3_<float> >::construct<cv::Point3_<float>, cv::Point3_<float> >(cv::Point3_<float>*, cv::Point3_<float>&&)
  0.00      0.93     0.00       20     0.00     0.00  void std::allocator_traits<std::allocator<cv::Point3_<float> > >::construct<cv::Point3_<float>, cv::Point3_<float> >(std::allocator<cv::Point3_<float> >&, cv::Point3_<float>*, cv::Point3_<float>&&)
  0.00      0.93     0.00       20     0.00     0.00  void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::emplace_back<cv::Point3_<float> >(cv::Point3_<float>&&)
  0.00      0.93     0.00       20     0.00     0.00  std::__cxx11::to_string(int)
  0.00      0.93     0.00       10     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_get_Tp_allocator()
  0.00      0.93     0.00        9     0.00     0.00  std::remove_reference<cv::Point3_<float>*&>::type&& std::move<cv::Point3_<float>*&>(cv::Point3_<float>*&)
  0.00      0.93     0.00        7     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::size() const
  0.00      0.93     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<cv::Point3_<float> >::~new_allocator()
  0.00      0.93     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<cv::Point3_<float> >::max_size() const
  0.00      0.93     0.00        6     0.00     0.00  std::allocator<cv::Point3_<float> >::~allocator()
  0.00      0.93     0.00        5     0.00     0.00  __gnu_cxx::new_allocator<cv::Point3_<float> >::new_allocator(__gnu_cxx::new_allocator<cv::Point3_<float> > const&)
  0.00      0.93     0.00        5     0.00     0.00  std::allocator<cv::Point3_<float> >::allocator(std::allocator<cv::Point3_<float> > const&)
  0.00      0.93     0.00        4     0.00     0.00  cv::_OutputArray::_OutputArray(cv::Mat&)
  0.00      0.93     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<cv::Point3_<float> >::deallocate(cv::Point3_<float>*, unsigned long)
  0.00      0.93     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<cv::Point3_<float> >::allocate(unsigned long, void const*)
  0.00      0.93     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::__normal_iterator(cv::Point3_<float>* const&)
  0.00      0.93     0.00        4     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_get_Tp_allocator() const
  0.00      0.93     0.00        4     0.00     0.00  void std::_Destroy_aux<true>::__destroy<cv::Point3_<float>*>(cv::Point3_<float>*, cv::Point3_<float>*)
  0.00      0.93     0.00        4     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_allocate(unsigned long)
  0.00      0.93     0.00        4     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_deallocate(cv::Point3_<float>*, unsigned long)
  0.00      0.93     0.00        4     0.00     0.00  std::allocator_traits<std::allocator<cv::Point3_<float> > >::deallocate(std::allocator<cv::Point3_<float> >&, cv::Point3_<float>*, unsigned long)
  0.00      0.93     0.00        4     0.00     0.00  std::allocator_traits<std::allocator<cv::Point3_<float> > >::allocate(std::allocator<cv::Point3_<float> >&, unsigned long)
  0.00      0.93     0.00        4     0.00     0.00  void std::_Destroy<cv::Point3_<float>*>(cv::Point3_<float>*, cv::Point3_<float>*)
  0.00      0.93     0.00        4     0.00     0.00  void std::_Destroy<cv::Point3_<float>*, cv::Point3_<float> >(cv::Point3_<float>*, cv::Point3_<float>*, std::allocator<cv::Point3_<float> >&)
  0.00      0.93     0.00        3     0.00     0.00  cv::String::String(char const*)
  0.00      0.93     0.00        3     0.00     0.00  cv::String::~String()
  0.00      0.93     0.00        3     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_Vector_impl::_Vector_impl(std::allocator<cv::Point3_<float> > const&)
  0.00      0.93     0.00        3     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_Vector_impl::~_Vector_impl()
  0.00      0.93     0.00        3     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::~_Vector_base()
  0.00      0.93     0.00        3     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::~vector()
  0.00      0.93     0.00        3     0.00     0.00  std::enable_if<std::__and_<std::is_move_constructible<cv::Point3_<float>*>, std::is_move_assignable<cv::Point3_<float>*> >::value, void>::type std::swap<cv::Point3_<float>*>(cv::Point3_<float>*&, cv::Point3_<float>*&)
  0.00      0.93     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<cv::Mat>::~new_allocator()
  0.00      0.93     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::__normal_iterator(cv::Point3_<float> const* const&)
  0.00      0.93     0.00        2     0.00     0.00  Clock::getTime() const
  0.00      0.93     0.00        2     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::max_size() const
  0.00      0.93     0.00        2     0.00     0.00  std::allocator<cv::Mat>::~allocator()
  0.00      0.93     0.00        2     0.00     0.00  std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator()
  0.00      0.93     0.00        2     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_create_storage(unsigned long)
  0.00      0.93     0.00        2     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_Vector_base(unsigned long, std::allocator<cv::Point3_<float> > const&)
  0.00      0.93     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<cv::Point3_<float> > >::max_size(std::allocator<cv::Point3_<float> > const&)
  0.00      0.93     0.00        2     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::end()
  0.00      0.93     0.00        2     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::begin()
  0.00      0.93     0.00        2     0.00     0.00  cv::Point3_<float> const* std::__make_move_if_noexcept_iterator<cv::Point3_<float>, cv::Point3_<float> const*>(cv::Point3_<float>*)
  0.00      0.93     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > std::__make_move_if_noexcept_iterator<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > >(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >)
  0.00      0.93     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6lookup10arrayBuildE
  0.00      0.93     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.93     0.00        1     0.00     0.00  cv::Size_<int>::Size_(int, int)
  0.00      0.93     0.00        1     0.00     0.00  Hough<HoughCircle>::Hough()
  0.00      0.93     0.00        1     0.00     0.00  Hough<HoughCircle>::~Hough()
  0.00      0.93     0.00        1     0.00     0.00  lookup::buildArray()
  0.00      0.93     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<cv::Mat>::deallocate(cv::Mat*, unsigned long)
  0.00      0.93     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<cv::Mat>::allocate(unsigned long, void const*)
  0.00      0.93     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<cv::Mat>::new_allocator(__gnu_cxx::new_allocator<cv::Mat> const&)
  0.00      0.93     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<cv::Mat>::new_allocator()
  0.00      0.93     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<cv::Point3_<float> >::new_allocator()
  0.00      0.93     0.00        1     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<cv::Point3_<float> > >::_S_on_swap(std::allocator<cv::Point3_<float> >&, std::allocator<cv::Point3_<float> >&)
  0.00      0.93     0.00        1     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<cv::Point3_<float> > >::_S_select_on_copy(std::allocator<cv::Point3_<float> > const&)
  0.00      0.93     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::difference_type __gnu_cxx::operator-<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > const&, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > const&)
  0.00      0.93     0.00        1     0.00     0.00  cv::Mat::clone() const
  0.00      0.93     0.00        1     0.00   930.45  Hough<HoughCircle>::calculate(cv::Mat&, int, int, int, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) const
  0.00      0.93     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<cv::Mat>::max_size() const
  0.00      0.93     0.00        1     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::get_allocator() const
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_check_len(unsigned long, char const*) const
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::end() const
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::begin() const
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::capacity() const
  0.00      0.93     0.00        1     0.00     0.00  std::allocator<cv::Mat>::allocator()
  0.00      0.93     0.00        1     0.00     0.00  std::allocator<cv::Mat>::allocator(std::allocator<cv::Mat> const&)
  0.00      0.93     0.00        1     0.00     0.00  std::allocator<cv::Point3_<float> >::allocator()
  0.00      0.93     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<cv::Mat*>(cv::Mat*, cv::Mat*)
  0.00      0.93     0.00        1     0.00     0.00  std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_allocate(unsigned long)
  0.00      0.93     0.00        1     0.00     0.00  std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::_Vector_impl(std::allocator<cv::Mat> const&)
  0.00      0.93     0.00        1     0.00     0.00  std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::~_Vector_impl()
  0.00      0.93     0.00        1     0.00     0.00  std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned long)
  0.00      0.93     0.00        1     0.00     0.00  std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_create_storage(unsigned long)
  0.00      0.93     0.00        1     0.00     0.00  std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_base(unsigned long, std::allocator<cv::Mat> const&)
  0.00      0.93     0.00        1     0.00     0.00  std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base()
  0.00      0.93     0.00        1     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_Vector_impl::_M_swap_data(std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_Vector_impl&)
  0.00      0.93     0.00        1     0.00     0.00  std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_Vector_base(std::allocator<cv::Point3_<float> > const&)
  0.00      0.93     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<cv::Mat> >::deallocate(std::allocator<cv::Mat>&, cv::Mat*, unsigned long)
  0.00      0.93     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<cv::Mat> >::allocate(std::allocator<cv::Mat>&, unsigned long)
  0.00      0.93     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<cv::Point3_<float> > >::select_on_container_copy_construction(std::allocator<cv::Point3_<float> > const&)
  0.00      0.93     0.00        1     0.00     0.00  std::__shrink_to_fit_aux<std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >, true>::_S_do_it(std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&)
  0.00      0.93     0.00        1     0.00     0.00  cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*>(__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*)
  0.00      0.93     0.00        1     0.00     0.00  cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*>(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*)
  0.00      0.93     0.00        1     0.00     0.00  cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<cv::Point3_<float> const*, cv::Point3_<float>*>(cv::Point3_<float> const*, cv::Point3_<float> const*, cv::Point3_<float>*)
  0.00      0.93     0.00        1     0.00     0.00  cv::Mat* std::__uninitialized_default_n_1<false>::__uninit_default_n<cv::Mat*, unsigned long>(cv::Mat*, unsigned long)
  0.00      0.93     0.00        1     0.00     0.00  cv::Point3_<float>* std::__uninitialized_default_n_1<false>::__uninit_default_n<cv::Point3_<float>*, unsigned long>(cv::Point3_<float>*, unsigned long)
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_default_initialize(unsigned long)
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Mat, std::allocator<cv::Mat> >::vector(unsigned long, std::allocator<cv::Mat> const&)
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::shrink_to_fit()
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_shrink_to_fit()
  0.00      0.93     0.00        1     0.00     0.00  void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_emplace_back_aux<cv::Point3_<float> >(cv::Point3_<float>&&)
  0.00      0.93     0.00        1     0.00     0.00  void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_range_initialize<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > >(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, std::forward_iterator_tag)
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_default_initialize(unsigned long)
  0.00      0.93     0.00        1     0.00     0.00  void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_initialize_dispatch<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > >(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, std::__false_type)
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::swap(std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&)
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::vector(std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > const&)
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::vector<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, void>(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, std::allocator<cv::Point3_<float> > const&)
  0.00      0.93     0.00        1     0.00     0.00  std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::vector(unsigned long, std::allocator<cv::Point3_<float> > const&)
  0.00      0.93     0.00        1     0.00     0.00  std::__cxx11::to_string(double)
  0.00      0.93     0.00        1     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > >(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, std::random_access_iterator_tag)
  0.00      0.93     0.00        1     0.00     0.00  void std::__alloc_on_swap<std::allocator<cv::Point3_<float> > >(std::allocator<cv::Point3_<float> >&, std::allocator<cv::Point3_<float> >&)
  0.00      0.93     0.00        1     0.00     0.00  void std::__do_alloc_on_swap<std::allocator<cv::Point3_<float> > >(std::allocator<cv::Point3_<float> >&, std::allocator<cv::Point3_<float> >&, std::integral_constant<bool, false>)
  0.00      0.93     0.00        1     0.00     0.00  cv::Point3_<float>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*>(__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*)
